,topics,perplexity,coherance
,"(2, '0.048*""bug"" + 0.027*""folder"" + 0.025*""account"" + 0.025*""pop"" + 0.025*""go"" + 0.017*""time"" + 0.017*""dup"" + 0.017*""dthunderbird"" + 0.017*""so"" + 0.017*""check""'),",,
,"(3, '0.068*""move"" + 0.033*""folder"" + 0.022*""bad"" + 0.022*""occurs"" + 0.015*""file"" + 0.015*""delete"" + 0.015*""modify"" + 0.015*""profile"" + 0.015*""account"" + 0.015*""example""')]",,
114,"[(0, '0.102*""bug"" + 0.022*""temp"" + 0.022*""duplicate"" + 0.017*""folder"" + 0.017*""file"" + 0.017*""include"" + 0.017*""description"" + 0.017*""find"" + 0.017*""go"" + 0.017*""marked""'),    ",-5.578500743,0.428114512
,"(1, '0.052*""bug"" + 0.027*""filter"" + 0.027*""delete"" + 0.027*""remove"" + 0.027*""work"" + 0.027*""solve"" + 0.027*""ive"" + 0.027*""seem"" + 0.015*""time"" + 0.015*""long""'),",,
,"(2, '0.070*""bug"" + 0.039*""folder"" + 0.025*""time"" + 0.025*""long"" + 0.025*""dup"" + 0.025*""depends"" + 0.025*""dupe"" + 0.025*""so"" + 0.025*""right"" + 0.025*""local""'),",,
,"(3, '0.080*""move"" + 0.060*""folder"" + 0.028*""occurs"" + 0.019*""profile"" + 0.019*""file"" + 0.019*""for"" + 0.019*""example"" + 0.019*""account"" + 0.019*""pop"" + 0.019*""inbox""'),",,
,"(4, '0.031*""account"" + 0.031*""delete"" + 0.031*""bad"" + 0.022*""pop"" + 0.022*""resource"" + 0.022*""mail"" + 0.022*""check"" + 0.021*""r"" + 0.021*""new"" + 0.021*""begin""')]",,
115,"[(0, '0.030*""folder"" + 0.019*""bug"" + 0.012*""select"" + 0.008*""multiple"" + 0.007*""would"" + 0.007*""fix"" + 0.006*""duplicate"" + 0.006*""late"" + 0.006*""click"" + 0.006*""open""')]",-5.875618207,0.630509374
116,"[(0, '0.045*""folder"" + 0.031*""bug"" + 0.016*""select"" + 0.009*""duplicate"" + 0.009*""marked"" + 0.009*""late"" + 0.009*""click"" + 0.009*""local"" + 0.009*""it"" + 0.009*""open""'), ",-5.978092294,0.537251389
,"(1, '0.015*""multiple"" + 0.015*""fix"" + 0.012*""make"" + 0.012*""possible"" + 0.012*""work"" + 0.012*""command"" + 0.010*""folder"" + 0.010*""would"" + 0.010*""selection"" + 0.010*""good""')]",,
117,"[(0, '0.054*""folder"" + 0.015*""local"" + 0.015*""select"" + 0.012*""click"" + 0.012*""details"" + 0.012*""from"" + 0.012*""attachment"" + 0.012*""account"" + 0.008*""thunderbird"" + 0.008*""see""'),  ",-6.037165924,0.502150615
,"(1, '0.023*""fix"" + 0.019*""work"" + 0.019*""command"" + 0.018*""possible"" + 0.018*""multiple"" + 0.015*""make"" + 0.014*""would"" + 0.014*""get"" + 0.014*""selection"" + 0.010*""different""'),",,
,"(2, '0.047*""bug"" + 0.023*""folder"" + 0.016*""select"" + 0.013*""marked"" + 0.013*""duplicate"" + 0.013*""open"" + 0.013*""it"" + 0.010*""mark"" + 0.010*""one"" + 0.010*""time""')]",,
118,"[(0, '0.064*""folder"" + 0.020*""select"" + 0.016*""local"" + 0.016*""click"" + 0.016*""from"" + 0.016*""details"" + 0.016*""attachment"" + 0.016*""account"" + 0.011*""thunderbird"" + 0.011*""user""'),   ",-6.109677532,0.444317974
,"(1, '0.025*""possible"" + 0.019*""fix"" + 0.019*""make"" + 0.019*""would"" + 0.019*""work"" + 0.019*""get"" + 0.019*""selection"" + 0.018*""multiple"" + 0.013*""different"" + 0.013*""command""'),",,
,"(2, '0.056*""bug"" + 0.034*""folder"" + 0.019*""select"" + 0.016*""marked"" + 0.016*""duplicate"" + 0.016*""open"" + 0.016*""it"" + 0.012*""one"" + 0.012*""time"" + 0.012*""new""'),",,
,"(3, '0.017*""firefox"" + 0.012*""folder"" + 0.012*""mac"" + 0.012*""mozilla"" + 0.012*""gecko"" + 0.012*""u"" + 0.012*""macho"" + 0.012*""x"" + 0.012*""macintosh"" + 0.012*""enusrvb""')]",,
119,"[(0, '0.069*""folder"" + 0.024*""select"" + 0.019*""from"" + 0.019*""details"" + 0.019*""attachment"" + 0.018*""account"" + 0.018*""local"" + 0.013*""user"" + 0.013*""id"" + 0.013*""update""'),    ",-6.180444286,0.454925143
,"(1, '0.027*""possible"" + 0.021*""work"" + 0.021*""would"" + 0.021*""make"" + 0.021*""selection"" + 0.020*""multiple"" + 0.014*""command"" + 0.014*""fix"" + 0.014*""different"" + 0.014*""go""'),",,
,"(2, '0.065*""bug"" + 0.019*""folder"" + 0.019*""open"" + 0.019*""duplicate"" + 0.019*""marked"" + 0.015*""one"" + 0.015*""mark"" + 0.015*""time"" + 0.015*""select"" + 0.015*""new""'),",,
,"(3, '0.035*""folder"" + 0.013*""firefox"" + 0.013*""james"" + 0.013*""though"" + 0.013*""select"" + 0.013*""mozilla"" + 0.013*""mac"" + 0.013*""enusrvb"" + 0.013*""macho"" + 0.013*""x""'),",,
,"(4, '0.018*""folder"" + 0.018*""confirmunsubscribe"" + 0.018*""on"" + 0.018*""commandclicking"" + 0.018*""fix"" + 0.018*""unsubscribe"" + 0.018*""delete"" + 0.010*""bug"" + 0.010*""problem"" + 0.010*""shift""')]",,
120,"[(0, '0.028*""bug"" + 0.022*""shortcut"" + 0.018*""problem"" + 0.015*""altshifttab"" + 0.013*""altprint"" + 0.012*""keyboard"" + 0.012*""still"" + 0.010*""key"" + 0.009*""also"" + 0.009*""get""')]",-5.564803307,0.492528148
121,"[(0, '0.048*""bug"" + 0.030*""shortcut"" + 0.020*""altshifttab"" + 0.017*""altprint"" + 0.014*""one"" + 0.014*""marked"" + 0.014*""duplicate"" + 0.014*""get"" + 0.014*""hit"" + 0.013*""keyboard""'), ",-5.676597379,0.512144076
,"(1, '0.032*""problem"" + 0.015*""still"" + 0.012*""expected"" + 0.012*""hotfix"" + 0.011*""shortcut"" + 0.010*""keyboard"" + 0.008*""mouse"" + 0.008*""cause"" + 0.008*""kcm"" + 0.008*""fix""')]",,
122,"[(0, '0.037*""shortcut"" + 0.020*""altshifttab"" + 0.020*""altprint"" + 0.017*""one"" + 0.017*""key"" + 0.014*""bug"" + 0.014*""keyboard"" + 0.014*""get"" + 0.014*""layout"" + 0.014*""assign""'),  ",-5.739403192,0.444264539
,"(1, '0.039*""problem"" + 0.023*""still"" + 0.018*""keyboard"" + 0.018*""hotfix"" + 0.018*""shortcut"" + 0.013*""expected"" + 0.013*""work"" + 0.013*""mouse"" + 0.013*""kcm"" + 0.013*""altshiftbacktab""'),",,
,"(2, '0.071*""bug"" + 0.029*""duplicate"" + 0.029*""marked"" + 0.018*""hit"" + 0.013*""altprint"" + 0.013*""alttab"" + 0.013*""make"" + 0.013*""kglobalaccelxcpp"" + 0.013*""trigger"" + 0.012*""well""')]",,
123,"[(0, '0.036*""shortcut"" + 0.021*""one"" + 0.021*""bug"" + 0.021*""altprint"" + 0.021*""assign"" + 0.021*""kwin"" + 0.016*""altshifttab"" + 0.016*""change"" + 0.016*""still"" + 0.016*""also""'),   ",-5.811579138,0.430725616
,"(1, '0.052*""problem"" + 0.027*""still"" + 0.020*""keyboard"" + 0.020*""hotfix"" + 0.014*""mouse"" + 0.014*""kcm"" + 0.014*""expected"" + 0.014*""work"" + 0.014*""also"" + 0.014*""fix""'),",,
,"(2, '0.019*""alttab"" + 0.019*""hit"" + 0.019*""altprint"" + 0.011*""click"" + 0.011*""trigger"" + 0.011*""bug"" + 0.011*""check"" + 0.011*""mouse"" + 0.011*""note"" + 0.011*""pressed""'),",,
,"(3, '0.060*""bug"" + 0.026*""marked"" + 0.026*""duplicate"" + 0.026*""shortcut"" + 0.021*""altshifttab"" + 0.021*""keyboard"" + 0.016*""problem"" + 0.016*""use"" + 0.016*""switch"" + 0.016*""layout""')]",,
124,"[(0, '0.038*""shortcut"" + 0.028*""bug"" + 0.028*""one"" + 0.022*""layout"" + 0.017*""also"" + 0.017*""assign"" + 0.017*""altprint"" + 0.017*""altshifttab"" + 0.017*""change"" + 0.017*""still""'),    ",-5.854799103,0.426211218
,"(1, '0.056*""problem"" + 0.033*""still"" + 0.017*""shortcut"" + 0.017*""mouse"" + 0.017*""kxkb"" + 0.017*""hotfix"" + 0.017*""help"" + 0.017*""fix"" + 0.017*""however"" + 0.017*""keyboard""'),",,
,"(2, '0.025*""alttab"" + 0.025*""hit"" + 0.014*""altprint"" + 0.014*""altshiftprint"" + 0.014*""check"" + 0.014*""today"" + 0.014*""could"" + 0.014*""be"" + 0.014*""knowledge"" + 0.014*""trigger""'),",,
,"(3, '0.087*""bug"" + 0.037*""marked"" + 0.037*""duplicate"" + 0.016*""altshifttab"" + 0.016*""hit"" + 0.016*""get"" + 0.016*""shortcut"" + 0.016*""use"" + 0.016*""problem"" + 0.016*""directly""'),",,
,"(4, '0.030*""altprint"" + 0.023*""kwin"" + 0.023*""shortcut"" + 0.023*""key"" + 0.016*""expected"" + 0.016*""problem"" + 0.016*""x"" + 0.016*""kcm"" + 0.016*""altshifttab"" + 0.016*""press""')]",,
125,"[(0, '0.021*""kdevelop"" + 0.019*""usage"" + 0.016*""feature"" + 0.016*""find"" + 0.015*""call"" + 0.013*""function"" + 0.010*""user"" + 0.010*""bug"" + 0.009*""would"" + 0.008*""look""')]",-5.866175796,0.55561516
126,"[(0, '0.028*""kdevelop"" + 0.025*""find"" + 0.019*""function"" + 0.019*""call"" + 0.018*""look"" + 0.015*""gideon"" + 0.015*""alucastubsde"" + 0.012*""usage"" + 0.012*""graph"" + 0.012*""comming""'), ",-5.937253809,0.539715176
,"(1, '0.026*""feature"" + 0.024*""usage"" + 0.016*""bug"" + 0.015*""kdevelop"" + 0.013*""would"" + 0.012*""call"" + 0.012*""user"" + 0.012*""use"" + 0.010*""nice"" + 0.010*""report""')]",,
127,"[(0, '0.049*""kdevelop"" + 0.023*""gideon"" + 0.021*""feature"" + 0.021*""find"" + 0.017*""usage"" + 0.017*""comming"" + 0.016*""look"" + 0.015*""select"" + 0.013*""grep"" + 0.013*""so""'),  ",-5.984198008,0.478229665
,"(1, '0.027*""usage"" + 0.023*""feature"" + 0.022*""bug"" + 0.017*""user"" + 0.015*""would"" + 0.014*""nice"" + 0.014*""report"" + 0.013*""kdevelop"" + 0.013*""get"" + 0.011*""add""'),",,
,"(2, '0.034*""call"" + 0.026*""function"" + 0.023*""find"" + 0.023*""viewer"" + 0.023*""graph"" + 0.021*""alucastubsde"" + 0.019*""class"" + 0.017*""view"" + 0.014*""caller"" + 0.014*""mail""')]",,
128,"[(0, '0.037*""usage"" + 0.031*""look"" + 0.024*""project"" + 0.021*""feature"" + 0.019*""wich"" + 0.019*""hightlight"" + 0.019*""produce"" + 0.019*""kdevelop"" + 0.015*""select"" + 0.015*""gideon""'),   ",-6.049392444,0.473112014
,"(1, '0.041*""kdevelop"" + 0.028*""bug"" + 0.020*""report"" + 0.018*""get"" + 0.017*""feature"" + 0.016*""usage"" + 0.016*""user"" + 0.016*""add"" + 0.016*""comming"" + 0.016*""could""'),",,
,"(2, '0.056*""call"" + 0.042*""function"" + 0.033*""find"" + 0.026*""use"" + 0.026*""graph"" + 0.023*""c"" + 0.022*""feature"" + 0.018*""usage"" + 0.016*""caller"" + 0.014*""work""'),",,
,"(3, '0.031*""alucastubsde"" + 0.027*""class"" + 0.019*""viewer"" + 0.018*""find"" + 0.018*""comment"" + 0.018*""additional"" + 0.018*""httpbugskdeorgshowbugcgiid"" + 0.015*""grep"" + 0.015*""gideon"" + 0.015*""say""')]",,
129,"[(0, '0.075*""kdevelop"" + 0.043*""project"" + 0.039*""grep"" + 0.035*""comming"" + 0.031*""select"" + 0.027*""look"" + 0.022*""works"" + 0.022*""ftpftpkdeorgpubkdeunstablesnapshotskdeveloptarbz"" + 0.018*""fix"" + 0.018*""open""'),    ",-6.090748019,0.465346057
,"(1, '0.042*""bug"" + 0.039*""feature"" + 0.026*""report"" + 0.026*""nice"" + 0.025*""kdevelop"" + 0.024*""get"" + 0.023*""usage"" + 0.021*""add"" + 0.018*""version"" + 0.016*""watch""'),",,
,"(2, '0.032*""feature"" + 0.029*""alucastubsde"" + 0.028*""use"" + 0.027*""find"" + 0.025*""caller"" + 0.022*""additional"" + 0.022*""comment"" + 0.022*""work"" + 0.018*""good"" + 0.018*""since""'),",,
,"(3, '0.041*""gideon"" + 0.027*""look"" + 0.027*""kdevelop"" + 0.023*""httpbugskdeorgshowbugcgiid"" + 0.023*""code"" + 0.023*""take"" + 0.023*""detail"" + 0.016*""kdev"" + 0.016*""forgive"" + 0.016*""wwwkdeveloporg""'),",,
,"(4, '0.043*""call"" + 0.032*""usage"" + 0.030*""function"" + 0.029*""find"" + 0.020*""user"" + 0.020*""graph"" + 0.020*""viewer"" + 0.016*""class"" + 0.016*""would"" + 0.016*""c""')]",,
130,"[(0, '0.034*""applet"" + 0.015*""bug"" + 0.013*""panel"" + 0.012*""it"" + 0.012*""end"" + 0.010*""like"" + 0.010*""resize"" + 0.010*""toolbar"" + 0.010*""screen"" + 0.009*""applets""')]",-5.646964284,0.517352129
131,"[(0, '0.037*""applet"" + 0.019*""toolbar"" + 0.013*""it"" + 0.013*""get"" + 0.013*""window"" + 0.013*""panel"" + 0.010*""area"" + 0.010*""low"" + 0.010*""screen"" + 0.010*""like""'), ",-5.77195816,0.503877676
,"(1, '0.030*""applet"" + 0.022*""bug"" + 0.016*""applets"" + 0.013*""panel"" + 0.013*""end"" + 0.013*""resize"" + 0.013*""cover"" + 0.012*""make"" + 0.010*""like"" + 0.010*""screen""')]",,
132,"[(0, '0.048*""applet"" + 0.018*""it"" + 0.014*""get"" + 0.014*""toolbar"" + 0.014*""end"" + 0.014*""place"" + 0.014*""window"" + 0.014*""panel"" + 0.010*""screen"" + 0.010*""resize""'),  ",-5.873817406,0.495230944
,"(1, '0.031*""applet"" + 0.021*""panel"" + 0.016*""bug"" + 0.016*""end"" + 0.016*""fully"" + 0.011*""part"" + 0.011*""new"" + 0.011*""resize"" + 0.011*""cover"" + 0.011*""like""'),",,
,"(2, '0.022*""applet"" + 0.022*""applets"" + 0.018*""bug"" + 0.018*""make"" + 0.014*""like"" + 0.014*""screen"" + 0.014*""this"" + 0.010*""toolbar"" + 0.010*""screenshot"" + 0.010*""could""')]",,
133,"[(0, '0.062*""applet"" + 0.020*""resize"" + 0.014*""think"" + 0.014*""different"" + 0.014*""begins"" + 0.014*""active"" + 0.014*""one"" + 0.014*""and"" + 0.014*""viewable"" + 0.014*""sizehint""'),   ",-5.907318798,0.517325684
,"(1, '0.038*""applet"" + 0.026*""bug"" + 0.020*""panel"" + 0.020*""part"" + 0.020*""fully"" + 0.014*""like"" + 0.014*""it"" + 0.014*""new"" + 0.014*""cover"" + 0.014*""border""'),",,
,"(2, '0.016*""bug"" + 0.016*""could"" + 0.016*""like"" + 0.016*""yet"" + 0.016*""seem"" + 0.016*""feature"" + 0.016*""course"" + 0.016*""still"" + 0.016*""understand"" + 0.009*""also""'),",,
,"(3, '0.025*""applet"" + 0.025*""panel"" + 0.020*""screen"" + 0.020*""toolbar"" + 0.020*""window"" + 0.020*""applets"" + 0.020*""make"" + 0.016*""end"" + 0.016*""place"" + 0.011*""thats""')]",,
134,"[(0, '0.061*""applet"" + 0.016*""screen"" + 0.016*""it"" + 0.016*""get"" + 0.016*""area"" + 0.016*""resize"" + 0.016*""low"" + 0.016*""one"" + 0.016*""and"" + 0.016*""active""'),    ",-5.969334218,0.561042022
,"(1, '0.034*""applet"" + 0.034*""bug"" + 0.027*""panel"" + 0.021*""end"" + 0.021*""resize"" + 0.014*""like"" + 0.014*""it"" + 0.014*""cover"" + 0.014*""part"" + 0.014*""new""'),",,
,"(2, '0.036*""applet"" + 0.022*""applets"" + 0.022*""make"" + 0.015*""this"" + 0.015*""fully"" + 0.015*""else"" + 0.015*""it"" + 0.015*""screen"" + 0.008*""bug"" + 0.008*""also""'),",,
,"(3, '0.045*""toolbar"" + 0.028*""applet"" + 0.023*""panel"" + 0.023*""window"" + 0.023*""end"" + 0.016*""place"" + 0.016*""dont"" + 0.016*""overlap"" + 0.016*""understand"" + 0.016*""get""'),",,
,"(4, '0.020*""dan"" + 0.020*""feature"" + 0.020*""seem"" + 0.020*""could"" + 0.020*""course"" + 0.020*""different"" + 0.020*""thats"" + 0.011*""like"" + 0.011*""fully"" + 0.011*""agree""')]",,
135,"[(0, '0.021*""list"" + 0.019*""contact"" + 0.016*""kopete"" + 0.013*""version"" + 0.013*""it"" + 0.013*""option"" + 0.013*""would"" + 0.013*""kde"" + 0.013*""richard"" + 0.013*""display""')]",-5.221237678,0.49938124
136,"[(0, '0.020*""list"" + 0.020*""it"" + 0.020*""kopete"" + 0.020*""option"" + 0.020*""add"" + 0.020*""contact"" + 0.014*""version"" + 0.014*""september"" + 0.014*""pm"" + 0.014*""next""'), ",-5.306880452,0.470376025
,"(1, '0.022*""list"" + 0.018*""contact"" + 0.018*""display"" + 0.018*""would"" + 0.018*""time"" + 0.017*""kde"" + 0.017*""richard"" + 0.017*""think"" + 0.013*""kopete"" + 0.013*""implement""')]",,
137,"[(0, '0.025*""option"" + 0.025*""kopete"" + 0.025*""it"" + 0.025*""add"" + 0.018*""version"" + 0.018*""like"" + 0.018*""september"" + 0.018*""pm"" + 0.018*""id"" + 0.018*""wrote""'),  ",-5.333190648,0.433389595
,"(1, '0.023*""time"" + 0.023*""kde"" + 0.023*""contact"" + 0.023*""display"" + 0.016*""implement"" + 0.016*""may"" + 0.016*""however"" + 0.016*""flexible"" + 0.016*""gentoo"" + 0.016*""think""'),",,
,"(2, '0.044*""list"" + 0.034*""richard"" + 0.024*""view"" + 0.024*""widget"" + 0.024*""render"" + 0.024*""contact"" + 0.024*""khtml"" + 0.024*""go"" + 0.024*""inside"" + 0.024*""hella""')]",,
138,"[(0, '0.027*""kopete"" + 0.027*""it"" + 0.027*""add"" + 0.019*""version"" + 0.019*""next"" + 0.019*""consider"" + 0.019*""already"" + 0.019*""feature"" + 0.019*""problem"" + 0.019*""technological""'),   ",-5.402192538,0.446267393
,"(1, '0.030*""contact"" + 0.030*""display"" + 0.021*""flexible"" + 0.021*""quite"" + 0.021*""list"" + 0.021*""kopete"" + 0.012*""style"" + 0.012*""together"" + 0.012*""code"" + 0.012*""throw""'),",,
,"(2, '0.049*""list"" + 0.049*""richard"" + 0.034*""view"" + 0.034*""widget"" + 0.034*""render"" + 0.034*""go"" + 0.034*""khtml"" + 0.034*""inside"" + 0.034*""hint"" + 0.019*""contact""'),",,
,"(3, '0.037*""kde"" + 0.027*""would"" + 0.027*""think"" + 0.027*""time"" + 0.027*""may"" + 0.027*""hella"" + 0.027*""implement"" + 0.027*""however"" + 0.025*""version"" + 0.025*""gentoo""')]",,
139,"[(0, '0.019*""kde"" + 0.019*""pm"" + 0.019*""september"" + 0.019*""coded"" + 0.019*""wrote"" + 0.019*""jason"" + 0.019*""keirstead"" + 0.019*""wednesday"" + 0.019*""need"" + 0.019*""version""'),   ",-5.482188946,0.376031457
,"(1, '0.027*""time"" + 0.027*""contact"" + 0.027*""display"" + 0.019*""implement"" + 0.019*""however"" + 0.019*""may"" + 0.019*""kde"" + 0.019*""flexible"" + 0.019*""quite"" + 0.019*""list""'),",,
," (2, '0.034*""version"" + 0.034*""it"" + 0.034*""already"" + 0.034*""prevent"" + 0.034*""technical"" + 0.034*""technological"" + 0.034*""kopete"" + 0.034*""problem"" + 0.034*""next"" + 0.034*""feature""'),",,
,"(3, '0.041*""option"" + 0.041*""think"" + 0.023*""people"" + 0.023*""would"" + 0.023*""like"" + 0.023*""richard"" + 0.023*""september"" + 0.023*""wrote"" + 0.023*""show"" + 0.023*""interested""'),",,
,"(4, '0.052*""list"" + 0.039*""richard"" + 0.027*""contact"" + 0.027*""would"" + 0.027*""go"" + 0.027*""inside"" + 0.027*""render"" + 0.027*""view"" + 0.027*""hint"" + 0.027*""khtml""')]",,
140,"[(0, '0.035*""hello"" + 0.021*""align"" + 0.020*""move"" + 0.018*""right"" + 0.016*""left"" + 0.015*""bug"" + 0.015*""work"" + 0.015*""line"" + 0.013*""tab"" + 0.012*""block""')]",-5.34399125,0.602600591
141,"[(0, '0.028*""work"" + 0.024*""martin"" + 0.017*""see"" + 0.017*""thanks"" + 0.013*""space"" + 0.013*""example"" + 0.013*""also"" + 0.013*""bug"" + 0.013*""opening"" + 0.012*""parenthesis""'), ",-5.501952921,0.516322222
,"(1, '0.059*""hello"" + 0.033*""move"" + 0.031*""align"" + 0.028*""right"" + 0.027*""left"" + 0.021*""tab"" + 0.019*""line"" + 0.019*""foo"" + 0.016*""block"" + 0.016*""bug""')]",,
142,"[(0, '0.024*""work"" + 0.024*""thanks"" + 0.019*""example"" + 0.019*""space"" + 0.013*""lets"" + 0.013*""format"" + 0.013*""indent"" + 0.013*""right"" + 0.013*""bug"" + 0.013*""line""'),  ",-5.636715656,0.525302574
,"(1, '0.047*""align"" + 0.027*""foo"" + 0.026*""line"" + 0.023*""bug"" + 0.022*""tab"" + 0.020*""move"" + 0.018*""block"" + 0.018*""like"" + 0.017*""cursor"" + 0.014*""hello""'),",,
,"(2, '0.091*""hello"" + 0.037*""right"" + 0.034*""left"" + 0.033*""martin"" + 0.032*""move"" + 0.018*""see"" + 0.017*""ctrli"" + 0.012*""really"" + 0.012*""indent"" + 0.012*""work""')]",,
143,"[(0, '0.032*""bug"" + 0.022*""bar"" + 0.022*""space"" + 0.012*""little"" + 0.012*""compare"" + 0.012*""though"" + 0.012*""great"" + 0.012*""behaviour"" + 0.012*""from"" + 0.012*""lot""'),   ",-5.774425182,0.560036537
,"(1, '0.063*""hello"" + 0.054*""move"" + 0.045*""left"" + 0.026*""bug"" + 0.026*""foo"" + 0.026*""cursor"" + 0.026*""line"" + 0.026*""align"" + 0.020*""go"" + 0.019*""right""'),",,
,"(2, '0.060*""hello"" + 0.043*""martin"" + 0.023*""align"" + 0.022*""see"" + 0.022*""thanks"" + 0.022*""int"" + 0.015*""really"" + 0.015*""wishlist"" + 0.015*""also"" + 0.015*""kate""'),",,
,"(3, '0.037*""work"" + 0.028*""right"" + 0.022*""align"" + 0.022*""tab"" + 0.017*""block"" + 0.017*""like"" + 0.017*""line"" + 0.017*""indent"" + 0.012*""parenthesis"" + 0.012*""list""')]",,
144,"[(0, '0.071*""bug"" + 0.048*""thanks"" + 0.025*""bar"" + 0.025*""space"" + 0.025*""duplicate"" + 0.025*""marked"" + 0.014*""little"" + 0.014*""though"" + 0.014*""great"" + 0.014*""lot""'),   ",-5.801079367,0.479558347
,"(1, '0.060*""left"" + 0.058*""move"" + 0.057*""hello"" + 0.037*""foo"" + 0.029*""align"" + 0.029*""line"" + 0.022*""cursor"" + 0.021*""right"" + 0.016*""case"" + 0.016*""tab""'),",,
," (2, '0.062*""martin"" + 0.022*""see"" + 0.022*""really"" + 0.022*""open"" + 0.022*""wishlist"" + 0.022*""since"" + 0.022*""feature"" + 0.022*""int"" + 0.012*""align"" + 0.012*""opening""'),",,
,"(3, '0.041*""work"" + 0.028*""align"" + 0.021*""line"" + 0.021*""tab"" + 0.021*""block"" + 0.018*""right"" + 0.015*""example"" + 0.015*""select"" + 0.015*""format"" + 0.015*""code""'),",,
,"(4, '0.087*""hello"" + 0.033*""like"" + 0.025*""move"" + 0.025*""parameter"" + 0.025*""list"" + 0.025*""right"" + 0.017*""align"" + 0.017*""need"" + 0.017*""character"" + 0.017*""tab""')]",,
145,"[(0, '0.024*""aspect"" + 0.021*""ratio"" + 0.015*""button"" + 0.015*""portrait"" + 0.014*""landscape"" + 0.012*""rectangle"" + 0.011*""swap"" + 0.011*""user"" + 0.011*""would"" + 0.011*""point""')]",-5.541260529,0.477683494
146,"[(0, '0.037*""aspect"" + 0.030*""ratio"" + 0.020*""portrait"" + 0.020*""landscape"" + 0.017*""photo"" + 0.014*""way"" + 0.014*""user"" + 0.012*""swap"" + 0.011*""im"" + 0.011*""might""'), ",-5.651368779,0.470933092
,"(1, '0.022*""rectangle"" + 0.021*""button"" + 0.019*""point"" + 0.014*""mouse"" + 0.013*""would"" + 0.013*""make"" + 0.013*""selection"" + 0.013*""ratio"" + 0.012*""aspect"" + 0.010*""portrait""')]",,
147,"[(0, '0.042*""aspect"" + 0.031*""ratio"" + 0.023*""landscape"" + 0.020*""portrait"" + 0.020*""swap"" + 0.016*""button"" + 0.016*""user"" + 0.016*""way"" + 0.012*""initial"" + 0.012*""photo""'),  ",-5.778693786,0.477677422
,"(1, '0.024*""rectangle"" + 0.019*""ratio"" + 0.019*""would"" + 0.015*""point"" + 0.015*""set"" + 0.015*""lock"" + 0.015*""behavior"" + 0.015*""button"" + 0.015*""work"" + 0.015*""aspect""'),",,
,"(2, '0.020*""im"" + 0.014*""button"" + 0.014*""portrait"" + 0.014*""mode"" + 0.014*""movement"" + 0.014*""select"" + 0.014*""mouse"" + 0.014*""really"" + 0.014*""want"" + 0.014*""photo""')]",,
148,"[(0, '0.047*""aspect"" + 0.031*""way"" + 0.031*""ratio"" + 0.018*""might"" + 0.018*""initial"" + 0.018*""this"" + 0.018*""exactly"" + 0.014*""swap"" + 0.013*""user"" + 0.010*""automatically""'),   ",-5.824102976,0.451401342
,"(1, '0.032*""rectangle"" + 0.026*""would"" + 0.020*""point"" + 0.020*""portrait"" + 0.020*""landscape"" + 0.014*""used"" + 0.014*""get"" + 0.014*""likely"" + 0.014*""work"" + 0.014*""right""'),",,
,"(2, '0.022*""landscape"" + 0.022*""portrait"" + 0.019*""user"" + 0.015*""select"" + 0.015*""bug"" + 0.015*""make"" + 0.015*""mouse"" + 0.015*""movement"" + 0.015*""mode"" + 0.015*""area""'),",,
,"(3, '0.037*""aspect"" + 0.033*""ratio"" + 0.024*""button"" + 0.015*""lock"" + 0.015*""im"" + 0.015*""set"" + 0.015*""behavior"" + 0.015*""albert"" + 0.015*""one"" + 0.015*""less""')]",,
149,"[(0, '0.034*""aspect"" + 0.027*""ratio"" + 0.021*""landscape"" + 0.021*""portrait"" + 0.021*""photo"" + 0.021*""might"" + 0.014*""way"" + 0.014*""need"" + 0.014*""this"" + 0.014*""original""'),    ",-5.927664648,0.470598266
,"(1, '0.034*""rectangle"" + 0.026*""landscape"" + 0.026*""portrait"" + 0.018*""used"" + 0.018*""get"" + 0.018*""thats"" + 0.018*""much"" + 0.010*""button"" + 0.010*""point"" + 0.010*""swap""'),",,
,"(2, '0.028*""swap"" + 0.028*""way"" + 0.028*""use"" + 0.015*""ratio"" + 0.015*""aspect"" + 0.015*""user"" + 0.015*""implement"" + 0.015*""find"" + 0.015*""expect"" + 0.015*""go""'),",,
,"(3, '0.034*""aspect"" + 0.029*""ratio"" + 0.023*""button"" + 0.018*""lock"" + 0.018*""set"" + 0.018*""im"" + 0.018*""behavior"" + 0.018*""albert"" + 0.012*""current"" + 0.012*""rectangle""'),",,
,"(4, '0.026*""select"" + 0.026*""aspect"" + 0.026*""would"" + 0.018*""user"" + 0.018*""movement"" + 0.018*""mouse"" + 0.018*""mode"" + 0.018*""great"" + 0.018*""point"" + 0.018*""x""')]",,
150,"[(0, '0.037*""text"" + 0.021*""dialog"" + 0.017*""editor"" + 0.015*""search"" + 0.014*""bug"" + 0.014*""support"" + 0.014*""would"" + 0.014*""widget"" + 0.012*""field"" + 0.012*""platform""')]",-5.315448297,0.433462629
151,"[(0, '0.027*""bug"" + 0.023*""text"" + 0.023*""like"" + 0.018*""would"" + 0.014*""platform"" + 0.014*""forgive"" + 0.014*""jface"" + 0.011*""add"" + 0.010*""replace"" + 0.010*""editors""'), ",-5.415632994,0.389725573
